recordID,Topic,Topic_ID,Course_List_R3,Course_ID_R3,Scheduling_R3,Grade_Filter,Grade_Text,Program_Description_R3,Combining&PlacementTips_R3,Subject,Resource_Assignments
recAEpoztWoPF3CW9,Nature Notebook: Grade 1,016.001.002.004,Science: Grade 1,016.001.002,1 time/week 10 min+ _ ⬔,"G1,",GRADE(S): 1,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interest. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
rec4gYGfLEP5ju8LQ,Nature Walks & Scouting: Grades 1-8,016.001.002.005,"Science: Grade 1, Science: Grade 2, Science: Grade 3, Science: Grade 4, Science: Grade 5, Science: Grade 6, Science: Grade 7, Science: Grade 8","016.001.002, 016.002.002, 016.003.002, 016.004.002, 016.005.002, 016.006.002, 016.007.002, 016.008.002",1 time/week 30 min+ _ ⬔,"G1, G2, G3, G4, G5, G6, G7, G8,",GRADE(S): 1-8,"Students spend time once each week on a longer excursion. Prompts can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow the plan of their local scouting troop or natural history club. Support accessibility and sensory development as appropriate.
",Science,
reclZ7urx050WnZZF,General Science: Grade 2,016.002.002.001,Science: Grade 2,016.002.002,1 time/week 15 min * 🅃,"G2,",GRADE(S): 2,"Students explore the idea of biome, familiar and other, and meet some less familiar creatures from their own, such as insect larva and mammals. Coordinating afternoon activities are provided in Outdoor Work.
",,Science,001.001.001*A Walk in the...->General Science: Grade 2|001.001.002*Monarch and Milkweed->General Science: Grade 2|002.001.001*Desert Giant->General Science: Grade 2|002.001.002*Mama Built a Little Nest->General Science: Grade 2|003.001.002*The Secret Life of the Skunk->General Science: Grade 2
recYIIp8xMEA2XJMF,Natural History: Grade 2,016.002.002.002,Science: Grade 2,016.002.002,1 time/week 10 min * 🅃,"G2,",GRADE(S): 2,"Students learn methodically about the variety of creatures around them, including insects, birds, and some aquatic species. Coordinating afternoon activities are provided in Outdoor Work.
",,Science,001.001.000*Christian Liberty Nature Reader Book 3->Natural History: Grade 2
recWQuQMzmiiUI03h,Nature Notebook: Grade 2,016.002.002.004,Science: Grade 2,016.002.002,1 time/week 10 min+ _ ⬔,"G2,",GRADE(S): 2,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interest. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
recW7Ozpg6YpDopUs,General Science: Grade 3,016.003.002.001,Science: Grade 3,016.003.002,1 time/week 15 min * 🅃,"G3,",GRADE(S): 3,"Students explore more complex ideas, such as ecosystems, weather and seasonal changes, water, food chains, life cycles, adaptation, and migration. Coordinating afternoon activities are provided in Outdoor Work.
",,Science,001.001.000*Next Time You See a Cloud->General Science: Grade 3|001.001.000*Buzztail and Leaper->General Science: Grade 3|003.003.000*Going Home->General Science: Grade 3
recPDQYQzHOHAgDNN,Natural History: Grade 3,016.003.002.002,Science: Grade 3,016.003.002,1 time/week 10 min * 🅃,"G3,",GRADE(S): 3,"Students learn methodically about the variety of creatures around them, including insects, birds, and reptiles. Coordinating afternoon activities are provided in Outdoor Work.
",,Science,001.001.000*Christian Liberty Nature Reader Book 4->Natural History: Grade 3
rec69GMN3KPCsLjJ5,Nature Notebook: Grade 3,016.003.002.004,Science: Grade 3,016.003.002,1 time/week 10 min+ _ ⬔,"G3,",GRADE(S): 3,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interest. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
recAWJ7ll6G0Cb1BR,General Science: Grade 4,016.004.002.001,Science: Grade 4,016.004.002,1 time/week 20 min * 🅃,"G4,",GRADE(S): 4,"Learners engage with microscopes, airplanes, and sound as they practice beginning lab skills and learn to construct bar graphs from their data. The lab component is required for this course. Coordinating afternoon activities are provided in Outdoor Work.
","For fourth-grade students or possibly hungry third-graders or fifth-graders taking their time.  If combining grades is desirable: the combined grades may begin at the appropriate level and move forward together, or teachers can adapt the reading level and laboratory content to meet their needs.
",Science,001.001.000*The Universe in You: A Microscopic Journey->General Science: Grade 4|002.001.000*To Fly: The Story of the Wright Brothers->General Science: Grade 4|003.001.000*The Elephant Scientist->General Science: Grade 4
rec6gQyp8zaw6ii9g,Natural History: Grade 4,016.004.002.002,Science: Grade 4,016.004.002,1 time/week 15 min * 🅃,"G4,",GRADE(S): 4,"Learners encounter microscopic creatures, pursue the mysterious octopus, and watch the unfolding of life through primary succession. Coordinating afternoon activities are provided in Outdoor Work.
","For approximately fourth-grade students based on a balance of complexity and reading level, however, learners may be freely combined or sequence reordered based on needs and preferences.
",Science,001.001.000*A World in a Drop of Water: Exploring with a Microscope->Natural History: Grade 4|002.001.000*The Octopus Scientists: Exploring the Mind of a Mollusk->Natural History: Grade 4|003.001.000*Life on Surtsey: Iceland's Upstart Island->Natural History: Grade 4
recTaQkORQXogZDN9,Labs: Grade 4,016.004.002.003,Science: Grade 4,016.004.002,1 time/week 30 min * 🅃,"G4,",GRADE(S): 4,"This is the required lab component for level 4 General Science. This course includes our custom laboratory book to build foundational and progressive skills and habits.
","The ideas and skills in this component are progressive, like math or grammar. Teachers should read the lab book thoroughly to understand what concepts might need to be supplemented should they choose a different sequence or a substitution.
",Science,001.001.000*Science: Grade 4 Lab Book->Labs: Grade 4
recPQXKIx7cDDvIGy,Nature Notebook: Grade 4,016.004.002.004,Science: Grade 4,016.004.002,1 time/week 15 min+ _ ⬔,"G4,",GRADE(S): 4,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interests. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
recZwtVr7xJbFZ4Yv,General Science: Grade 5,016.005.002.001,Science: Grade 5,016.005.002,1 time/week 20 min * ⬔,"G5,",GRADE(S): 5,"Learners engage with the chemical nature of Things, meteorology, space exploration, and robotics as they practice beginning lab skills and expand their use of graphs. The lab component is required for this course.  Coordinating afternoon activities are provided in Outdoor Work.
","For fifth-grade students or possibly hungry fourth-graders or sixth-graders taking their time. If combining grades is desirable: the combined grades may begin at the appropriate level and move forward together, or teachers can adapt the reading level and laboratory content to meet their needs.
",Science,001.001.000*The Hive Detectives: Chronicle of a Honey Bee Catastrophe->General Science: Grade 5|002.001.000*The Tornado Scientist->General Science: Grade 5|003.001.000*Mission to Pluto: The First Visit to an Ice Dwarf and the Kuiper Belt->General Science: Grade 5
rec8p3hfuwYeXGSUv,Natural History: Grade 5,016.005.002.002,Science: Grade 5,016.005.002,1 time/week 15 min * ⬔,"G5,",GRADE(S): 5,"Learners encounter botanical families, endangered species, invasive species, and secondary succession as they consider how man interacts with and thinks about the natural world. Coordinating afternoon activities are provided in Outdoor Work.
","For approximately fifth-grade students based on a balance of complexity and reading level, however, learners may be freely combined, or sequence reordered based on needs and preferences.
",Science,001.001.000*Nature All Around: Plants->Natural History: Grade 5|001.001.000*Shanleya's Quest Card Game->Natural History: Grade 5|001.001.000*The Forest in the Tree->Natural History: Grade 5|002.001.000*The Bat Scientists->Natural History: Grade 5|003.001.000*Beetle Busters->Natural History: Grade 5
recM238EuuLae1M5U,Labs: Grade 5,016.005.002.003,Science: Grade 5,016.005.002,1 time/week 30 min * 🅃,"G5,",GRADE(S): 5,"This is the required lab component for level 5 General Science. This course includes our custom laboratory book to build foundational and progressive skills and habits.
","The ideas and skills in this component are progressive, like math or grammar. Teachers should read the lab book thoroughly to understand what concepts might need to be supplemented should they choose a different sequence or a substitution.
",Science,001.001.000*Science: Grade 5 Lab Book->Labs: Grade 5
rec04TMpFKSDCKTcg,Nature Notebook: Grade 5,016.005.002.004,Science: Grade 5,016.005.002,1 time/week 15 min+ _ ☐,"G5,",GRADE(S): 5,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interests. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
recCIKPAUtjmwgV4a,General Science: Grade 6,016.006.002.001,Science: Grade 6,016.006.002,2 times/week 30 min * ⬔,"G6,",GRADE(S): 6,"Learners are introduced to scientific activities and technology with a nod toward historical context. Specifically, students learn about plate tectonics, anatomy and medicine, and architectural engineering. The lab component is required for this course. Coordinating afternoon activities are provided in Outdoor Work.
","For sixth-grade students or possibly hungry fifth-graders or seventh-graders taking their time. If combining grades is desirable: the combined grades may begin at the appropriate level and move forward together, or teachers can adapt the reading level and laboratory content to meet their needs.
",Science,001.001.000*Plate Tectonics->General Science: Grade 6|002.001.000*Phineas Gage->General Science: Grade 6|003.001.000*The Art of Construction->General Science: Grade 6
recNsLgCgQ6qo59lq,Natural History: Grade 6,016.006.002.002,Science: Grade 6,016.006.002,1 time/week 15 min * ⬔,"G6,",GRADE(S): 6,"Students learn about oceanography, predator-prey relationships, and the impact of pollution as they consider man’s stewardship of the natural world. Coordinating afternoon activities are provided in Outdoor Work.
","For approximately sixth-grade students based on a balance of complexity and reading level, however, learners may be freely combined, or sequence reordered based on needs and preferences.
",Science,001.001.000*Tracking Trash->Natural History: Grade 6|002.001.000*The Wolves and Moose of Isle Royale: Restoring an Island Ecosystem->Natural History: Grade 6|003.001.000*The Frog Scientist->Natural History: Grade 6
recgVS35iUXGLMTeB,Labs: Grade 6,016.006.002.003,Science: Grade 6,016.006.002,1 time/week 30 min * ⬔,"G6,",GRADE(S): 6,"This is the required lab component for level 6 General Science. This course includes our custom laboratory book to build foundational and progressive skills and habits.
","The ideas and skills in this component are progressive, like math or grammar. Teachers should read the lab book thoroughly to understand what concepts might need to be supplemented, should they choose a different sequence, or a substitution.
",Science,001.001.000*Science: Grade 6 Lab Book->Labs: Grade 6
reck5xlGIru6FdJGO,Nature Notebook: Grade 6,016.006.002.004,Science: Grade 6,016.006.002,1 time/week 15 min+ _ ☐,"G6,",GRADE(S): 6,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interests. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
rec0dGYE4JfbHgtMM,General Science: Grade 7,016.007.002.001,Science: Grade 7,016.007.002,2 times/week 30 min * ⬔,"G7,",GRADE(S): 7,"This is the first of a two-year Physical Science course (i.e., introductory physics and chemistry). The completion of this course provides a gentle yet robust transition into the high school disciplines. The lab component is required for this course. Coordinating afternoon activities are provided in Outdoor Work.
","For seventh-grade students or possibly hungry sixth-graders or eighth-graders taking their time. If combining grades is desirable: the combined grades may begin at the appropriate level and move forward together, or teachers can adapt the reading level and laboratory content to meet their needs.
",Science,001.001.000*The Story of Science: Aristotle Leads the Way->General Science: Grade 7
recqkaSHIvH4dpBWk,Natural History: Grade 7,016.007.002.002,Science: Grade 7,016.007.002,1 time/week 30 min * ⬔,"G7,",GRADE(S): 7,"Learners dig deeper into relationships between creatures as they read about the beginnings of ecology. Coordinating afternoon activities are provided in Outdoor Work.
","For approximately seventh-grade students, based on a balance of complexity and reading level, however, learners may be freely combined based on needs and preferences.
",Science,001.001.000*The Girl Who Drew Butterflies: How Maria Merian's Art Changed Science->Natural History: Grade 7
recT561H8Zw38p89v,Labs: Grade 7,016.007.002.003,Science: Grade 7,016.007.002,1 time/week 45 min *or_ ⬔,"G7,",GRADE(S): 7,"This is the required lab component for level 7 General Science. This course includes our custom laboratory book to build foundational and progressive skills and habits.
","The ideas and skills in this component are progressive, like math or grammar. Teachers should read the lab book thoroughly to understand what concepts might need to be supplemented, should they choose a different sequence, or a substitution.
",Science,001.001.000*Science: Grade 7 Lab Book->Labs: Grade 7
recIhQ4iiPW6WWI3p,Nature Notebook: Grade 7,016.007.002.004,Science: Grade 7,016.007.002,1 time/week 20 min+ _ ☐,"G7,",GRADE(S): 7,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interests. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
reckqMDHssrGrXRnM,General Science: Grade 8,016.008.002.001,Science: Grade 8,016.008.002,3 times/week 30 min * ⬔,"G8,",GRADE(S): 8,"This is the second of a two-year Physical Science course (i.e., introductory physics and chemistry). The completion of this course provides a gentle yet robust transition into the high school disciplines. The lab component is required for this course. Coordinating afternoon activities are provided in Outdoor Work.
","For eighth-grade students or possibly hungry seventh graders or ninth graders taking their time. If combining grades is desirable: the combined grades may begin at the appropriate level and move forward together, or teachers can adapt the reading level and laboratory content to meet their needs.
",Science,001.001.000*The Story of Science: Newton At the Center->General Science: Grade 8|003.001.000*The Story of Science: Einstein Adds a New Dimension->General Science: Grade 8
rec1GA7WscJbTd61i,Natural History: Grade 8,016.008.002.002,Science: Grade 8,016.008.002,1 time/week 30 min * ⬔,"G8,",GRADE(S): 8,"Learners explore considerations from the history of microbiology and infectious disease. Coordinating afternoon activities are provided in Outdoor Work.
","For approximately eighth-grade students based on a balance of complexity and reading level, however, learners may be freely combined based on needs and preferences.
",Science,001.001.000*Invincible Microbe->Natural History: Grade 8
recy9WbCqz2fs07iL,Labs: Grade 8,016.008.002.003,Science: Grade 8,016.008.002,1 time/week 45 min *or_ ⬔,"G8,",GRADE(S): 8,"This is the required lab component for level 8 General Science. This course includes our custom laboratory book to build foundational and progressive skills and habits.
","The ideas and skills in this component are progressive, like math or grammar. Teachers should read the lab book thoroughly to understand what concepts might need to be supplemented, should they choose a different sequence, or a substitution.
",Science,001.001.000*Science: Grade 8 Lab Book->Labs: Grade 8
recCfSlS7xSLbhmrn,Nature Notebook: Grade 8,016.008.002.004,Science: Grade 8,016.008.002,1 time/week 20 min+ _ ☐,"G8,",GRADE(S): 8,"Students spend time at least once each week recording their observations. Prompts that coordinate with curricular content can be found in Outdoor Work, if desired. This digital resource is provided with all science lessons.
","Learners may be combined and share prompts or follow their own interests. Support through varied media, scribing observations, or notebooking in tandem.
",Science,
recBq9iEE2Yn8ZhJh,Chemistry Lessons,016.009.002.001,Science: Chemistry,016.009.002,5 times/week 45 min * ,"G9, G10, G11, G12,",GRADE(S): 9-12+,"Alveary High School Chemistry provides a natural next step following Physical Science (e.g., Alveary Form 3 Science) and establishes a solid foundation for High School Biology. The course progresses through all expected topics in introductory chemistry and incorporates living engagement and special attention to citizenship, problem-solving, and communication skills for a complete Charlotte Mason science course. While still in development, our video companion series will be available with lessons at no additional cost to Alveary members.
","Recommended for learners who have completed Physical Science, such as Alveary Grade 7-8 Science, including the laboratory activities. Learners should be taking at least Algebra I alongside Chemistry. Teachers wishing to place students in Physical Science instead of Chemistry may choose either to complete Alveary Grade 7-8 Science in a single year (with 5 lessons + 1 lab each week available in the Grade 7-8 lesson plans) or to purchase separately from Classical Academic Press the Novare Introductory Physics Program and Video Course.	
",Science,000.001.000*HS Chem Intro->Chemistry Lessons|001.001.000*Michael Faraday's The Chemical History of a Candle->Chemistry Lessons|001.001.001*Introductory Chemistry: A Foundation->Chemistry Lessons|001.001.002*The Chemical Elements Coloring and Activity Book->Chemistry Lessons
rechhPCTMCqWmtHv1,Chemistry Labs,016.009.002.003,Science: Chemistry,016.009.002,1 time/week 60 min *or_ ,"G9, G10, G11, G12,",GRADE(S): 9-12+,"Labs are an essential part of science in which students engage with the Things they are reading about and practice the scientific method. Labs for this course are integrated into the lessons to facilitate adequate time for more involved activities and to better coordinate with the lessons.
",,Science,001.001.003*Alveary Chemistry Lab Book->Chemistry Labs
recbIkt5hU1SduzGv,Nature Notebook: Grades 9-12,016.009.002.004,"Science: Chemistry, Science: Biology, Science: Physics, Science: Botany, Science: Geology, Science: Astronomy, Science: Microbiology","016.009.002, 016.010.002, 016.011.002, 017.009.001, 017.011.003, 017.012.004, 017.012.005",1 time/week 20 min+ _ ,"G9, G10, G11, G12, G10, G11, G12, G11, G12, G12, G9, G10, G11, G12, G11, G12, G12,",GRADE(S): 9-12,"Outdoor work is established or continued as a lifelong habit. Optional resources are provided in science lessons and on the Alveary bookshelf.
","Learners may be combined and follow their own interests.
",Science,
recUCZT56j1EATu2U,Nature Walks & Scouting: Grades 9-12,016.009.002.005,"Science: Chemistry, Science: Biology, Science: Physics, Science: Botany, Science: Geology, Science: Astronomy, Science: Microbiology","016.009.002, 016.010.002, 016.011.002, 017.009.001, 017.011.003, 017.012.004, 017.012.005",1 time/week 30 min+ _ ,"G9, G10, G11, G12, G10, G11, G12, G11, G12, G12, G9, G10, G11, G12, G11, G12, G12,",GRADE(S): 9-12,"Outdoor work is established or continued as a lifelong habit. Optional resources are provided in science lessons and on the Alveary bookshelf.
","Learners may follow their own interests or follow the plan of their local scouting troop or natural history club.
",Science,
recLbje4VqybSpi0f,Biology Lessons,016.010.002.001,Science: Biology,016.010.002,5 times/week 45 min * ,"G10, G11, G12,",GRADE(S): 10-12+,"Alveary High School Biology guides students through all major topics in the discipline.  Based on the first edition of Novare General Biology, the Alveary course incorporates living engagement and special attention to citizenship, problem-solving, and communication skills for a complete Charlotte Mason science course.
","There are no specific prerequisites or concurrents for this course, but there are a number of complex ideas that are difficult without some prior experience. A course with some exposure to basic chemistry is recommended before enrollment in Biology.
",Science,"001.003.000*General Biology, 2nd Edition->Biology Lessons|001.001.002*The Biology Coloring Book->Biology Lessons|003.003.005*The Spirit of the Rainforest->Biology Lessons"
recqs5CJX6rm4MnPJ,Biology Labs,016.010.002.002,Science: Biology,016.010.002,1 time/week 60 min *or_ ,"G10, G11, G12,",GRADE(S): 10-12+,"Labs are an essential part of science in which students engage with the Things they are reading about and practice the scientific method. Labs for this course are integrated into the lessons to facilitate adequate time for more involved activities and to better coordinate with the lessons.
",,Science,001.001.003*Alveary Biology Lab Book->Biology Labs
recj36OQrkZkYtxM6,Physics Lessons,016.011.002.001,Science: Physics,016.011.002,5 times/week 45 min * ,"G11, G12,",GRADE(S): 11-12,"Physics students gain a solid, hands-on foundation in this living lecture series from Math without Borders. This course guides students through the process of challenging their established perceptions by building up new observations. The course provides extensive experience with technology and mathematical modeling for a stand-alone high school physics course or as a foundation for a future, calculus-based physics course.
","Recommended for students in 11th or 12th Grade, depending on math placement. Students should have completed Algebra II/Trigonometry and preferably be taking at least Precalculus concurrently with this course.
",Science,001.001.000*Home Study Companion: Physics->Physics Lessons|001.001.000*Schaum's Outlines: College Physics->Physics Lessons
recCpyNoxymutvRzW,Physics Labs,016.011.002.003,Science: Physics,016.011.002,1 time/week 60 min *or_ ,"G11, G12,",GRADE(S): 11-12,"Labs are an essential part of science in which students engage with the Things they are reading about and practice the scientific method. Labs for this course are integrated into the lessons to facilitate adequate time for more involved activities and to better coordinate with the lessons.
",,Science,
recykTvcJ3yoG8O1t,Botany Lessons,017.009.001.001,Science: Botany,017.009.001,5 times/week 45 min * ,"G9, G10, G11, G12,",GRADE(S): 9-12,"An elective in Life Science, Botany guides learners through the basic foundations of the discipline, while incorporating historical context, modern developments, current events, and citizenship. This course provides guidance and flexibility for teachers and learners to adjust the course for personal needs and preferences.
","There are no specific prerequisites or concurrents for this course.
",Alt. Science Options,001.001.000*Growing a Revolution: Bringing Our Soil Back to Life->Botany Lessons|001.001.001*What a Plant Knows->Botany Lessons|001.001.002*Elementary Studies in Plant Life->Botany Lessons|001.001.003*Botany in a Day->Botany Lessons|001.001.004*Shanleya's Quest Card Game->Botany Lessons|001.001.004*The Milkweed Lands: An Epic Story of One Plant: Its Nature and Ecology->Botany Lessons|002.001.000*Tree Finder - Eastern US->Botany Lessons|002.001.000*Winter Tree Finder (Eastern US)->Botany Lessons|002.001.000*Rocky Mountain Tree Finder->Botany Lessons|002.001.000*Pacific Coast Tree Finder->Botany Lessons|002.001.000*A Peterson Field Guide To Western Trees->Botany Lessons|003.001.001*Oaxaca Journal->Botany Lessons
recWi3g4Olu42nMhX,Botany Labs,017.009.001.002,Science: Botany,017.009.001,1 time/week 60 min _ ,"G9, G10, G11, G12,",GRADE(S): 9-12,"Note that labs are an essential part of science in which students engage with the Things they are reading about and practice the scientific method.
",,Alt. Science Options,
recFKiqo3isVdxq8e,Advanced Nature Study Lessons,017.009.002.001,Science: Advanced Nature Study,017.009.002,5 times/week 45 min * ,"G9, G10, G11, G12,",GRADE(S): 9-12,"An elective in Environmental Science, Advanced Nature Study requires independent interest as it is designed to be personalized by the student and requires some flexibility in scheduling due to the amount of fieldwork required beyond the regular lesson time.
","Students should have at least 3 years of nature study experience and be comfortable with their nature journal.
",Alt. Science Options,001.001.000*Master of Field Arts->Advanced Nature Study Lessons
recKoboy2HQFmaDR6,Advanced Nature Study Afternoon Work,017.009.002.002,Science: Advanced Nature Study,017.009.002,1 time/week 20 min+ _ ,"G9, G10, G11, G12,",GRADE(S): 9-12,"
",,Alt. Science Options,
rechpxDJlfYNeYf26,Geology Lessons,017.011.003.001,Science: Geology,017.011.003,5 times/week 45 min * ,"G11, G12,",GRADE(S): 11-12,"An elective in Earth Science, Geology is a wonderful course for Alveary high school students who are interested in the history, theory, and methods of the field.
","Due to the complexity of certain topics and the maturity required, this course is recommended for Grades 11-12.
",Alt. Science Options,001.001.000*Roadside Geology/Geology Underfoot Series->Geology Lessons|001.001.000*The Map That Changed the World->Geology Lessons|001.001.000*The Field Guide to Geology->Geology Lessons|001.001.000*Aerial Geology->Geology Lessons|002.001.000*101 American Geo-Sites You've Gotta See->Geology Lessons|002.001.000*The Story of the Earth in 25 Rocks->Geology Lessons|002.001.000*Annals of the Former World->Geology Lessons
recgR1gOnuJ7oIPu1,Geology Labs,017.011.003.002,Science: Geology,017.011.003,1 time/week 60 min _ ,"G11, G12,",GRADE(S): 11-12,"Labs/fieldwork are an essential part of science in which students engage with the Things they are reading about and practice the scientific method.
",,Alt. Science Options,
recXTURkL3qi6QDwx,Astronomy Lessons,017.012.004.001,Science: Astronomy,017.012.004,5 times/week 45 min * ,"G12,",GRADE(S): 12,"An elective in Earth Science, Astronomy is a fascinating elective for Alveary seniors. Students explore related topics in faith and science while exploring the night sky.
","Due to the complexity of certain topics and the maturity required, this course is recommended for Grade 12.
",Alt. Science Options,001.001.000*100 Things to See in the Night Sky->Astronomy Lessons|001.001.000*The Crossroads of Science and Faith: Astronomy Through a Christian Worldview->Astronomy Lessons|001.001.000*The Crossroads of Science and Faith: Answers to Exercises->Astronomy Lessons|001.003.000*The Last Stargazers->Astronomy Lessons|001.003.000*Astronomy Textbook->Astronomy Lessons|001.003.000*The Day Without Yesterday->Astronomy Lessons
recBJJycWaxIjvjk7,Astronomy Labs,017.012.004.002,Science: Astronomy,017.012.004,1 time/week 60 min _ ,"G12,",GRADE(S): 12,"Labs/fieldwork are an essential part of science in which students engage with the Things they are reading about and practice the scientific method.
",,Alt. Science Options,
recFovwuS7zeV6AkE,Microbiology Lessons,017.012.005.001,Science: Microbiology,017.012.005,5 times/week 45 min * ,"G12,",GRADE(S): 12,"An elective in Life Science, Microbiology is a challenging course for the Alveary senior. Some self-direction is required.
","Students should take General Biology before Microbiology. Note that there is some sensitive content in this course, and it is recommended for students in Grade 12.
",Alt. Science Options,001.001.000*I Contain Multitudes->Microbiology Lessons|001.001.000*A Field Guide to Bacteria ->Microbiology Lessons|001.001.000*A Planet of Viruses->Microbiology Lessons|001.001.000*Microbe Hunters->Microbiology Lessons|001.001.000*The Immortal Life of Henrietta Lacks->Microbiology Lessons|002.001.000*Micro Life->Microbiology Lessons|003.001.000*Growing a Revolution: Bringing Our Soil Back to Life->Microbiology Lessons
rec7sSt6jDa0Ogs9W,Microbiology Labs,017.012.005.002,Science: Microbiology,017.012.005,1 time/week 60 min *or_ ,"G12,",GRADE(S): 12,"Labs are an essential part of science in which students engage with the Things they are reading about and practice the scientific method.
",,Alt. Science Options,001.001.000*Illustrated Guide to Home Biology Experiments->Microbiology Labs
