recordID,Resource Assignment,Edit_ResourceDetails,R1,R2,R3,R4,Assignments_T1,Assignments_T2,Assignments_T3,ImageFORMULA,Shared_RollUp_Rotation 1,Shared_RollUp_Rotation 2,Shared_RollUp_Rotation 3,Shared_RollUp_Rotation 4,Resource_Key,Sort_ID,Grade_Filter,Resource_Information_Text,Scope,Link 1 url,Link 2 url,Link 1 text,Link 2 text,Edit_ResourceAssignmentsURL(R1),Edit_ResourceAssignmentsURL(R2),Edit_ResourceAssignmentsURL(R3),Edit_ResourceAssignmentsURL(R4)
rec50hvpsu01Amkg3,001.002.000*Colonial Living->Architecture: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recS0ntX8UBHt1CHS,,R2,,,Colonial Living (Full Term),Colonial Living (Full Term),Colonial Living (Full Term),,,,,,001.002.000,002.007.001.000.001.000,"G7, G8,","Colonial Living by Edwin Tunis
ISBN/ASIN 978-0801862274 

➜ RATIONALE: Through detailed descriptions and line drawings, Edward Tunis provides students a glimpse into the past to see the houses, churches, schools, and everyday tools and equipment that were used by the American colonists in the 17th and 18th centuries. This book is also a great resource to inspire entries in your Book of Centuries.","Term 1
Term 2
Term 3",https://a.co/d/drEGH2A,https://bookshop.org/a/90084/9780801862274,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recXuqNbXWwDhhJXH?home=pag5Pf79xsyOIdvDI,,
reco1dnhzlRkFpYJr,002.001.000*Cathedral->Architecture: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reclQMIYpeEqbGDXT,R1,,,,,Cathedral,Cathedral,,,,,,002.001.000,002.007.001.000.002.000,"G7, G8,","Cathedral by David Macaulay
ISBN/ASIN 978-0544100008 

➜ RATIONALE: Through the use of perspective and dramatic points of view, this book draws readers into the process of building a cathedral. Although it is based on fictional people in a town in Europe, it captures the process of constructing a cathedral and the important features that make up these beautiful churches. This is a color version with new images. 

➜ May sub the black and white version but the text and page numbers vary from the color version.","Term 2
Term 3",https://www.amazon.com/Cathedral-Story-Construction-Revised-Color/dp/054410000X,https://www.christianbook.com/Christian/Books/product?event=AFF&amp;p=1226126&amp;item_no=4100008,Option 1,Option 2,,,,
recNVSmXO2sVJZBsa,002.001.000*Cathedrals of the World->Architecture: Grades 7-8,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec5FXkPLjVZ9hHoD,R1,,,,,Cathedrals of the World,Cathedrals of the World,,,,,,002.001.000,002.007.001.000.002.000,"G7, G8,","Cathedrals of the World by John Green
ISBN/ASIN 978-0486283395 

➜ RATIONALE: Even though this is a coloring book, it will be used as a resource to study the different features of cathedrals around the world. ","Term 2
Term 3",https://www.amazon.com/Cathedrals-World-Coloring-Dover-Books/dp/0486283399,https://bookshop.org/a/90084/9780486283395,Option 1,Option 2,,,,
recM6SeQWp77U60oY,001.003.000*Thomas Day: African American Furniture Maker->Architecture: Grade 9,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reckjjLsZFlsI5SBh,,,R3,,Thomas Day: African American Furniture Maker (Full Term),,,,,,,,001.003.000,002.009.002.000.001.000,"G9,","Thomas Day: African American Furniture Maker by Rodney Barfield
ISBN/ASIN 978-0865263192 

➜ RATIONALE: Furniture and architecture from the time period",Term 1,https://a.co/d/gZmPvEX,,Option 1,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recgsUAK6BCMop9Sh?home=pag8nmiUVfXJRZFLW,
recw5AQTHGebz3MHO,002.003.000*River and Canal->Architecture: Grade 9,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recnFpIayU7fYuoMr,,,R3,,,River and Canal (Full Term),,,,,,,002.003.000,002.009.002.000.002.000,"G9,","River and Canal by Edward Boyer
ISBN/ASIN 978-0823405985  ✓SAVE ✓PRINT
Alternate Formats: Ebook

➜ RATIONALE: 1800's engineering

NOTE: Out of print. Alveary PDF used with permission.",Term 2,https://openlibrary.org/works/OL5104976W/River_and_canal,https://charlottemasoninstitute.org/Member-PDFs/Alveary/Curriculum-Supplements/Alveary-2018Forms4-6/River-and-Canal-Edward-Boyer.pdf,Option 1,PDF,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recgsUAK6BCMop9Sh?home=pag8nmiUVfXJRZFLW,
recSVWaXv1fyka7Q3,003.003.000*How They Built the Statue of Liberty->Architecture: Grade 9,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recLFm9rIgi0Wkf2z,,,R3,,,,How They Built the Statue of Liberty (Full Term),,,,,,003.003.000,002.009.002.000.003.000,"G9,","How They Built the Statue of Liberty by Mary Shapiro
ISBN/ASIN 978-0394869575  ✓SAVE ✓PRINT
Alternate Formats: Ebook
NOTE: Out of print. Alveary PDF used with permission.",Term 3,https://charlottemasoninstitute.org/Member-PDFs/Alveary/Curriculum-Supplements/Alveary-2018Forms4-6/How-They-Built-The-Statue-of-Liberty.pdf,,PDF,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recgsUAK6BCMop9Sh?home=pag8nmiUVfXJRZFLW,
recfQzkmjzUzlPDg0,001.001.000*50 Buildings You Should Know->Architecture: Grades 9-12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recheee07g4cK0ETc,R1,,,,50 Buildings You Should Know (Full Term),,,,,,,,001.001.000,002.009.003.000.001.000,"G9, G10, G11, G12,","50 Buildings You Should Know by Isabel Kuhl
ISBN/ASIN 978-3791385884 

➜ RATIONALE: This book is used for several history rotations to study some of the fascinating buildings of the time period.",Term 1,https://smile.amazon.com/50-Buildings-You-Should-Know/dp/3791385887/,https://bookshop.org/a/90084/9783791385884,Option 1,Option 2,,,,
reck2KD8oBIpDBt8T,001.002.000*50 Buildings You Should Know->Architecture: Grades 9-12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recheee07g4cK0ETc,,R2,,,50 Buildings You Should Know,50 Buildings You Should Know (Partial Term),,,,,,,001.002.000,002.009.003.000.001.000,"G9, G10, G11, G12,","50 Buildings You Should Know by Isabel Kuhl
ISBN/ASIN 978-3791385884 

➜ RATIONALE: This book is used for several history rotations to study some of the fascinating buildings of the time period.","Term 1
Term 2 (Partial Term)",https://smile.amazon.com/50-Buildings-You-Should-Know/dp/3791385887/,https://bookshop.org/a/90084/9783791385884,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recjnnqCi67gge7Hd?home=pag5Pf79xsyOIdvDI,,
recmzCEmkoUQ7ZnbN,002.001.000*Brunelleschi’s Dome->Architecture: Grades 9-12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recrN3JJ5R9MH1xtX,R1,,,,,Brunelleschi’s Dome,Brunelleschi’s Dome,,,,,,002.001.000,002.009.003.000.002.000,"G9, G10, G11, G12,","Brunelleschi’s Dome by Ross King
ISBN/ASIN 978-1620401934 

➜ RATIONALE: This is the story of how a Renaissance genius bent men, materials, and the very forces of nature to build an architectural wonder we continue to marvel at today.  We meet the everyday people of the times involved in the process.","Term 2
Term 3",https://www.amazon.com/Brunelleschis-Dome-Renaissance-Reinvented-Architecture/dp/1620401932,https://bookshop.org/a/90084/9781620401934,Option 1,Option 2,,,,
receEJajm07N1wYTN,002.002.000*Homebuilding and Woodworking in Colonial America->Architecture: Grades 9-12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec2nTH9Ram6HCzjl,,R2,,,,Homebuilding and Woodworking in Colonial America (Partial Term),Homebuilding and Woodworking in Colonial America,,,,,,002.002.000,002.009.003.000.002.000,"G9, G10, G11, G12,","Homebuilding and Woodworking in Colonial America by C. Keith Wilbur
ISBN/ASIN 978-1564400192 

➜ RATIONALE: This book offers an in-depth look at how colonial buildings were made and includes wonderful line drawings suitable for copying into a Book of Centuries.","Term 2 (Partial Term)
Term 3",https://a.co/d/0Pk6oKm,https://bookshop.org/a/90084/9781564400192,Option 1,Option 2,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recjnnqCi67gge7Hd?home=pag5Pf79xsyOIdvDI,,
rec317ggtM3OtCQRG,003.004.000*50 Buildings You Should Know->Architecture: Grades 9-12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recheee07g4cK0ETc,,,,R4,,,50 Buildings You Should Know (Full Term),,,,,,003.004.000,002.009.003.000.003.000,"G9, G10, G11, G12,","50 Buildings You Should Know by Isabel Kuhl
ISBN/ASIN 978-3791385884 

➜ RATIONALE: This book is used for several history rotations to study some of the fascinating buildings of the time period.",Term 3,https://smile.amazon.com/50-Buildings-You-Should-Know/dp/3791385887/,https://bookshop.org/a/90084/9783791385884,Option 1,Option 2,,,,
recrRy3Y30LvzvF1U,001.003.000*Why Buildings Stand Up->Architecture: Grades 10-11,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=rec7JegAwU8OPHU65,,,R3,,Why Buildings Stand Up (Full Term),Why Buildings Stand Up (Full Term),Why Buildings Stand Up (Full Term),,,,,,001.003.000,002.010.004.000.001.000,"G10, G11,","Why Buildings Stand Up by Mario Salvadori
ISBN/ASIN 978-0393306767 

➜ RATIONALE: Used to give a solid and interesting introduction to building principles.","Term 1
Term 2
Term 3",https://smile.amazon.com/Why-Buildings-Stand-Up-Architecture-dp-0393306763/dp/0393306763/,https://bookshop.org/a/90084/9780393306767,Option 1,Option 2,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recR6fjtNfXqxq2mT?home=pag8nmiUVfXJRZFLW,
rec12SjJkq33EuF6I,001.003.000*Thomas Day: Master Craftsman and Free Man of Color->Architecture: Grade 12,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=recDtplCCDNZRFfpH,,,R3,,Thomas Day: Master Craftsman and Free Man of Color (Full Term),Thomas Day: Master Craftsman and Free Man of Color (Full Term),Thomas Day: Master Craftsman and Free Man of Color (Full Term),,,,,,001.003.000,002.012.005.000.001.000,"G12,","Thomas Day: Master Craftsman and Free Man of Color by Patricia Marshall
ISBN/ASIN 978-0807833414 
Alternate Formats: Ebook

➜ RATIONALE: Furniture and architecture from the time period","Term 1
Term 2
Term 3",https://a.co/d/adSHWqG,,Option 1,,,,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recgbIr4auRCQorai?home=pag8nmiUVfXJRZFLW,
reclqArZedjrfUn71,000.001.000*->Art: Level 1,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=,R1,,,,,,,,,,,,000.001.000,003.002.001.000.000.000,"G1,",,,,,,,,,,
recFiPZoOJ0BfNVAc,"001.001.002*Drawing, Design, and Craft-Work->Art: Level 1",https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reckOxbera0wklAAL,R1,R2,R3,R4,"Drawing, Design, and Craft-Work (Selections)",,,,"Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track",001.001.002,003.002.001.000.001.002,"G1,","Drawing, Design, and Craft-Work by Frederick J. Glass
ISBN/ASIN 978-1633340978 
Alternate Formats: Ebook

➜ RATIONALE: This is an excellent guide to art instruction, with suggestions for how to begin, materials to use, and the directions future work may take. This book is profusely illustrated with clear explanations.

NOTE: The free link is a different edition, and the lesson plans will have different page numbers. Download the file to view the free version. It will likely appear blank in the PDF reader. ",Term 1 (Selections),https://yesterdaysclassics.com/books/drawing-design-and-craft-work-by-frederick-j-glass/,http://dbooks.bodleian.ox.ac.uk/books/PDFs/502921425.pdf,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rec3ICbDdCDsGNtu2?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recR8JMqdSmRHsqIq?home=pag8nmiUVfXJRZFLW,
recvX1tBrVkwOEjZJ,002.001.001*Brushwork: Elementary Brush-Forms->Art: Level 1,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reclKLlJyBA0R51tK,R1,R2,R3,R4,,Brushwork: Elementary Brush-Forms (Selections),,,"Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track",002.001.001,003.002.001.000.002.001,"G1,","Brushwork: Elementary Brush-Forms by Marion Hudson
ISBN/ASIN 978-1633341098 
Alternate Formats: Ebook

➜ RATIONALE: This book is perfect for those who are new to brush drawing. The exercises on gridded paper help students learn to mix colors and control the brush. Brushforms (""blobs"") are used to create designs. ",Term 2 (Selections),https://yesterdaysclassics.com/books/brushwork-by-marion-hudson/,https://archive.org/details/brushworkelement00huds/page/1/mode/2up,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/rec3ICbDdCDsGNtu2?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recR8JMqdSmRHsqIq?home=pag8nmiUVfXJRZFLW,
recIb81YBnMokQ1fI,002.001.001*Brushwork: Elementary Brush-Forms->Art: Level 2,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reclKLlJyBA0R51tK,R1,R2,R3,R4,,Brushwork: Elementary Brush-Forms (Selections),,,"Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track",002.001.001,003.002.002.000.002.001,"G2,","Brushwork: Elementary Brush-Forms by Marion Hudson
ISBN/ASIN 978-1633341098 
Alternate Formats: Ebook

➜ RATIONALE: This book is perfect for those who are new to brush drawing. The exercises on gridded paper help students learn to mix colors and control the brush. Brushforms (""blobs"") are used to create designs. ",Term 2 (Selections),https://yesterdaysclassics.com/books/brushwork-by-marion-hudson/,https://archive.org/details/brushworkelement00huds/page/1/mode/2up,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recrveFPUgpj6D5RZ?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rec8uExmrd5iccO3z?home=pag8nmiUVfXJRZFLW,
rec7Jld22GsC6V3V6,"003.001.002*Drawing, Design, and Craft-Work->Art: Level 2",https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reckOxbera0wklAAL,R1,R2,R3,R4,,,"Drawing, Design, and Craft-Work (Selections)",,"Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track",003.001.002,003.002.002.000.003.002,"G2,","Drawing, Design, and Craft-Work by Frederick J. Glass
ISBN/ASIN 978-1633340978 
Alternate Formats: Ebook

➜ RATIONALE: This is an excellent guide to art instruction, with suggestions for how to begin, materials to use, and the directions future work may take. This book is profusely illustrated with clear explanations.

NOTE: The free link is a different edition, and the lesson plans will have different page numbers. Download the file to view the free version. It will likely appear blank in the PDF reader. ",Term 3 (Selections),https://yesterdaysclassics.com/books/drawing-design-and-craft-work-by-frederick-j-glass/,http://dbooks.bodleian.ox.ac.uk/books/PDFs/502921425.pdf,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recrveFPUgpj6D5RZ?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/rec8uExmrd5iccO3z?home=pag8nmiUVfXJRZFLW,
recDA0h7M3wQnW51w,001.001.000*Brushwork: Elementary Brush-Forms->Art: Level 3,https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reclKLlJyBA0R51tK,R1,R2,R3,R4,Brushwork: Elementary Brush-Forms (Selections),,,,"Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Fast Track",001.001.000,003.002.003.000.001.000,"G3,","Brushwork: Elementary Brush-Forms by Marion Hudson
ISBN/ASIN 978-1633341098 
Alternate Formats: Ebook

➜ RATIONALE: This book is perfect for those who are new to brush drawing. The exercises on gridded paper help students learn to mix colors and control the brush. Brushforms (""blobs"") are used to create designs. ",Term 1 (Selections),https://yesterdaysclassics.com/books/brushwork-by-marion-hudson/,https://archive.org/details/brushworkelement00huds/page/1/mode/2up,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recmbfwyt9o2R1GI9?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recdpbKpVIwfvRcIw?home=pag8nmiUVfXJRZFLW,
rec7SqaqwsWGP3lyS,"003.001.000*Drawing, Design, and Craft-Work->Art: Level 3",https://airtable.com/app1aju9e3YhfQTXd/pag8BT9Kl6uQ8sdqh?e0DsR=allRecords&uNjQ2=reckOxbera0wklAAL,R1,R2,R3,R4,,,"Drawing, Design, and Craft-Work (Selections)",,"Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track","Art: Level 1
Art: Level 2
Art: Level 3
Art: Level 4
Art: Level 5
Art: Level 6
Art: Level 8
Art: Level 7
Art: Fast Track
Art: High School Fast Track",003.001.000,003.002.003.000.003.000,"G3,","Drawing, Design, and Craft-Work by Frederick J. Glass
ISBN/ASIN 978-1633340978 
Alternate Formats: Ebook

➜ RATIONALE: This is an excellent guide to art instruction, with suggestions for how to begin, materials to use, and the directions future work may take. This book is profusely illustrated with clear explanations.

NOTE: The free link is a different edition, and the lesson plans will have different page numbers. Download the file to view the free version. It will likely appear blank in the PDF reader. ",Term 3 (Selections),https://yesterdaysclassics.com/books/drawing-design-and-craft-work-by-frederick-j-glass/,http://dbooks.bodleian.ox.ac.uk/books/PDFs/502921425.pdf,Option 1,Free,,https://airtable.com/app1aju9e3YhfQTXd/pagBOdeisXOKzQZJq/recmbfwyt9o2R1GI9?home=pag5Pf79xsyOIdvDI,https://airtable.com/app1aju9e3YhfQTXd/pagBCdEDGiwOR0U36/recdpbKpVIwfvRcIw?home=pag8nmiUVfXJRZFLW,
